Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Silt,Wheat,446.5624184482676,34.361549594082184,True,False,Sunny,87,5.298238191335385
North,Silt,Wheat,839.8529466179307,16.92903217539716,False,False,Cloudy,130,4.956009612669126
South,Silt,Soybean,248.6126568420931,26.102840688018844,True,False,Cloudy,117,3.735369266234767
West,Chalky,Cotton,926.0548111423783,17.33960154167122,True,False,Rainy,133,6.062473416964918
South,Clay,Wheat,924.4887581951878,28.666816525508263,True,True,Sunny,75,7.753593860582355
South,Silt,Wheat,138.60787581812585,36.53487012598969,True,True,Cloudy,130,4.70424684848281
East,Clay,Rice,338.45989868624065,15.234553256553651,True,False,Cloudy,144,3.260486973895346
West,Loam,Cotton,891.0405096467408,20.717358857958388,True,True,Sunny,141,7.86949105009736
East,Clay,Cotton,848.7114978591794,17.014822892802894,False,True,Sunny,83,5.7471357033009145
North,Loam,Maize,136.45391643043715,34.74942299110592,True,True,Rainy,110,4.392182015770344
South,Silt,Maize,287.55329029455567,16.18361669352931,True,True,Rainy,104,3.9672552796448715
West,Chalky,Cotton,418.49691186436934,15.086200290495936,True,True,Cloudy,102,4.17656864715231
North,Clay,Cotton,111.88291283527198,37.71003657776873,False,True,Sunny,140,2.009993316503382
West,Sandy,Maize,992.9459257411246,19.542701945717027,True,True,Rainy,69,8.094266485631085
South,Clay,Rice,276.54063198421375,19.13712004060674,False,True,Sunny,70,2.8666762852170344
West,Clay,Soybean,975.5649519688628,25.037888183833857,False,True,Sunny,73,6.842499370540517
North,Peaty,Wheat,568.3589687871604,21.926553226024193,True,True,Cloudy,61,5.144769400743854
East,Peaty,Wheat,997.1231574077166,37.7561657786228,True,True,Cloudy,145,6.928956693114348
South,Clay,Wheat,411.3781308344279,29.365562888346112,False,True,Cloudy,105,3.627426989240678
East,Clay,Cotton,909.9654644525311,18.010305789644907,False,True,Rainy,149,6.630538198903807
South,Clay,Maize,112.40580881282484,17.338882708469654,False,False,Sunny,119,0.642882598547044
North,Loam,Rice,376.39787404841104,20.482971323474022,False,False,Rainy,67,2.1777990368338878
South,Silt,Soybean,802.6716862456344,17.72204959575667,True,True,Sunny,130,6.334460904378379
East,Sandy,Soybean,248.49115795152164,22.854643148597056,True,False,Cloudy,69,3.5008517982120444
South,Loam,Barley,683.9046450493581,26.16064062366548,False,False,Rainy,122,3.6984767825846365
North,Loam,Maize,280.2000202838875,21.03518620175265,True,True,Rainy,81,4.562702260072342
South,Clay,Soybean,952.1451923075373,32.16973001546237,False,False,Sunny,79,5.844552797894577
East,Silt,Rice,961.858043593843,20.644796659434515,True,False,Sunny,130,5.841008405090255
North,Clay,Maize,391.70624008735814,32.44685449651506,True,True,Sunny,104,5.038946952540396
East,Sandy,Cotton,990.2705175717416,22.53073586679581,True,False,Cloudy,146,6.95695498360907
South,Loam,Wheat,385.8557368716464,23.414738698821,False,True,Sunny,116,4.402618345425653
West,Loam,Soybean,142.22621287694383,25.18849409730425,False,True,Cloudy,61,1.2948708857081366
East,Loam,Rice,937.6580237566877,30.92361717673834,False,True,Cloudy,139,5.986140045313764
South,Sandy,Cotton,895.1225986014442,29.370089052501058,False,False,Sunny,142,5.458079570457132
West,Silt,Rice,283.83867367038147,31.806491691455587,True,False,Cloudy,66,3.823545929539245
West,Silt,Barley,696.0367842901957,21.74903586655496,True,False,Sunny,96,5.137067679776968
North,Loam,Barley,793.5267898069729,35.11298897872365,True,True,Rainy,105,7.031957655490656
West,Loam,Barley,171.36820736415456,28.530114945549176,True,False,Cloudy,84,3.572730904095075
East,Chalky,Rice,559.1836799517368,35.06018749644963,False,False,Rainy,120,3.140041096859205
East,Sandy,Rice,701.0823331354626,19.359534349322825,False,True,Cloudy,149,5.158006855208064
West,Sandy,Maize,412.1387930509433,15.57464552327656,True,True,Cloudy,86,5.087266195629634
South,Chalky,Cotton,804.6818528968957,16.19422314610021,True,True,Rainy,66,7.828867718574874
East,Chalky,Barley,881.9015291624731,37.94039891342872,True,False,Sunny,87,7.0316277620668455
East,Loam,Barley,144.56973472750764,33.46005136367987,False,False,Sunny,94,1.3651283855241014
North,Peaty,Cotton,925.1222268692535,18.99986723419504,False,False,Rainy,147,4.625487878732181
South,Loam,Rice,860.612238182574,26.411357658880632,True,False,Cloudy,86,6.019613167265694
West,Loam,Barley,569.2535833931045,23.14807296495957,False,False,Rainy,112,3.308487989596388
South,Clay,Barley,617.2882715672655,19.55129041672331,True,True,Rainy,89,5.660241062066154
North,Chalky,Soybean,855.1580301905921,15.89430525206667,False,True,Rainy,86,5.062461769352651
North,Chalky,Wheat,323.5213694637272,15.35692434778129,False,False,Rainy,130,1.7780754841085677
South,Sandy,Wheat,440.6120787387313,15.08905042674982,False,True,Cloudy,120,3.9280339711281935
North,Chalky,Barley,869.9671896251417,27.73450621663016,False,True,Rainy,123,6.515426911968361
North,Chalky,Wheat,832.6903494915879,35.35010103314487,False,True,Cloudy,89,5.527648088906278
North,Sandy,Wheat,534.5240088085188,18.393011222414906,False,False,Cloudy,146,2.8735213156350654
South,Silt,Barley,252.85640292227492,34.49258459873309,True,False,Cloudy,95,4.078438063468825
North,Sandy,Maize,658.7577620055199,26.47716970674115,False,False,Sunny,90,4.576365650470725
West,Sandy,Maize,853.4884524392025,35.96078127696852,False,False,Sunny,72,5.969158274860935
West,Loam,Rice,791.4819017802394,15.974320484323595,False,True,Cloudy,107,5.360628422306128
East,Peaty,Maize,991.1587894776668,39.415285188372096,False,False,Sunny,136,5.672119422584775
West,Loam,Maize,821.1472351921201,35.011757384962394,False,True,Sunny,114,5.537895702604621
East,Loam,Cotton,826.4921853408099,39.81733243404098,False,True,Cloudy,123,5.94681395789226
South,Clay,Rice,377.9452609047672,22.437726868815265,False,False,Cloudy,79,1.268658839026813
North,Peaty,Wheat,350.4797123131449,15.542854856315406,True,False,Cloudy,135,2.7363018288536756
West,Silt,Maize,522.2866179886491,18.47427828231236,True,False,Sunny,110,4.791142203709566
East,Peaty,Soybean,699.9272128657926,26.47568218478448,False,True,Sunny,129,4.876714109839058
South,Sandy,Soybean,525.6538055440376,38.668996655388554,True,False,Sunny,142,5.3288834000188885
East,Loam,Soybean,914.0350008331087,15.24806747016704,True,True,Sunny,102,7.593011455512879
North,Silt,Soybean,959.556059394313,36.10759493303789,False,False,Cloudy,113,5.698735902230537
West,Clay,Maize,729.6201131493904,30.037247481403526,True,False,Rainy,130,5.484009955495021
South,Sandy,Soybean,559.3123414498975,30.032332106527658,True,False,Sunny,100,4.671620378338276
East,Sandy,Soybean,561.9491834834213,28.2588731209663,True,True,Rainy,148,5.750696724663484
South,Chalky,Wheat,453.8990315470089,21.451238340754013,True,False,Sunny,148,4.737727356404752
East,Sandy,Barley,702.5457236365911,21.39067166025879,False,True,Rainy,120,4.842776415631361
East,Clay,Maize,427.0007075499387,31.124608291986352,True,True,Sunny,64,4.892905029203342
North,Peaty,Cotton,222.45861639038063,15.890941158907907,True,False,Rainy,134,2.5041222485622305
North,Loam,Barley,826.5008077374252,39.33994267738255,True,True,Sunny,149,8.241542215027916
East,Chalky,Rice,842.7834094767178,20.514540667364127,True,True,Cloudy,101,7.134673254970531
West,Sandy,Barley,143.9960650857902,15.41195601375177,False,False,Sunny,83,1.1208775650471967
South,Loam,Cotton,244.04935412493262,20.92948518470627,False,True,Sunny,148,3.438715484363237
South,Clay,Wheat,210.669526693126,20.76401597256854,True,True,Sunny,128,4.626299303179206
North,Chalky,Rice,319.93983347982635,26.68631743333591,False,False,Sunny,114,1.9940429640147652
West,Silt,Rice,845.4022823022992,35.89976408410723,False,False,Sunny,110,5.061022835946979
East,Chalky,Soybean,402.2250788345144,21.334516468188102,False,True,Sunny,133,3.7604557027129295
North,Sandy,Barley,456.8020394588906,34.64860026705291,False,False,Rainy,112,3.5404568209607
East,Chalky,Cotton,513.951802078997,35.013921689363514,False,True,Rainy,133,5.1853384053853135
East,Chalky,Wheat,677.1961293701843,16.216478726599043,False,False,Sunny,125,3.124949096643511
North,Chalky,Cotton,288.0549000897679,28.04418698601377,False,False,Sunny,120,2.4187495099909646
West,Clay,Barley,298.46252415146216,32.28004724071918,True,True,Sunny,113,4.501998428000126
South,Silt,Rice,408.96433305529575,35.8545838701434,True,True,Cloudy,146,4.773727295232004
North,Peaty,Rice,663.7248661879379,21.864976727271262,False,False,Cloudy,142,4.0206337996456005
West,Chalky,Cotton,900.2420445465453,22.95938008433701,False,False,Sunny,68,4.738312172100441
East,Clay,Soybean,374.22370293898956,20.455840628268515,False,True,Cloudy,121,3.5204373033975878
North,Sandy,Maize,967.6863438452604,24.730796902780895,True,False,Cloudy,65,7.131648224490098
South,Loam,Barley,288.50975233336345,18.469020900601418,True,False,Rainy,105,2.884771182165797
South,Chalky,Wheat,166.7252637897806,31.322225069378273,True,False,Sunny,88,3.235434095005577
East,Loam,Barley,430.8623524418245,31.342673427028714,True,True,Cloudy,66,4.432111319940465
North,Peaty,Maize,919.9524231599428,39.2416231079492,True,True,Cloudy,134,8.521005851115302
South,Clay,Maize,704.8788906295333,31.53603064782108,True,False,Rainy,120,5.568916209630587
North,Sandy,Soybean,328.5523413734662,16.442486756082047,True,True,Rainy,104,5.338647118434638
South,Clay,Barley,238.7901366280898,31.526615142564292,False,True,Sunny,108,3.4912994149234335
East,Chalky,Rice,411.19521906062226,39.86292499435115,True,True,Rainy,123,5.931280173754485
East,Chalky,Rice,476.1962545156041,28.204206398105164,False,False,Sunny,113,3.0830149034533743
North,Sandy,Wheat,334.88690916471313,24.109812308872904,True,False,Sunny,63,3.2429146771570276
West,Peaty,Soybean,160.71987505371038,39.90441550026833,True,True,Sunny,124,4.00521491471635
West,Peaty,Barley,668.8928424271681,22.98908028426162,False,False,Sunny,134,3.6840102674521433
East,Silt,Wheat,471.5867320306627,38.68954532962435,False,False,Cloudy,91,2.805844554788047
South,Sandy,Wheat,499.76555389666896,17.3164021175027,True,False,Sunny,144,5.272510598995872
West,Chalky,Wheat,922.1920353525378,36.74480383380404,False,False,Cloudy,92,5.777572392163605
East,Clay,Cotton,182.98106629969448,36.85917881228863,False,False,Rainy,112,1.4821151399915202
South,Loam,Barley,351.8826044065572,27.004797170645443,False,False,Sunny,90,1.663407042387369
South,Loam,Cotton,315.5885701210083,19.535853825196966,True,True,Rainy,95,4.437015236572412
West,Chalky,Maize,671.3586497835694,28.16028707777852,True,True,Sunny,101,7.063153542720509
East,Loam,Soybean,713.5380652540931,34.02283816135679,True,False,Cloudy,117,5.8168046030968
South,Chalky,Barley,511.42863434417507,20.052601591206944,False,True,Sunny,116,4.046545154930622
South,Loam,Rice,654.2822563903574,31.46071477530673,True,True,Sunny,109,7.070153588937731
North,Loam,Soybean,545.9528076431443,26.488407335372738,False,False,Rainy,140,4.121616692014139
North,Silt,Soybean,531.8711952067586,36.45895902412401,False,True,Cloudy,75,4.444465380497197
West,Clay,Maize,851.8238488709007,20.17192758079851,False,True,Cloudy,87,6.323998229004678
North,Loam,Wheat,106.95029191240901,24.197693074227725,False,False,Sunny,123,0.7965905128414422
East,Silt,Soybean,116.27519501046069,35.34653694139038,True,False,Cloudy,109,4.020946803406527
West,Sandy,Barley,137.97539031370712,31.385995329516494,True,False,Rainy,62,3.7115091547182155
West,Peaty,Cotton,191.02270267046947,30.51038477943065,True,False,Cloudy,69,3.5515370887654996
North,Loam,Cotton,345.7390163928029,31.63680778443194,False,True,Sunny,107,4.162940706054783
South,Silt,Rice,849.7554446602094,32.27537202529586,False,True,Cloudy,84,6.356708689107782
East,Sandy,Rice,832.7698239325462,34.28259309788935,False,True,Cloudy,68,6.617266138357194
East,Peaty,Maize,968.1247291683877,33.96812612698695,True,True,Sunny,72,7.924061162734717
East,Peaty,Soybean,394.23168366531286,26.786400647557105,False,True,Sunny,112,3.5525068988852873
West,Sandy,Soybean,419.43378836359506,16.596731751535515,True,False,Cloudy,67,4.364779337524385
East,Silt,Cotton,827.7392574318154,30.394411840430372,True,True,Cloudy,144,6.673402304906381
South,Chalky,Maize,617.0795216441112,28.027380969254484,True,True,Sunny,68,6.664495745225103
South,Clay,Cotton,368.2517215518817,23.774696271216865,True,False,Rainy,140,4.015509151609516
North,Chalky,Barley,580.353777431016,30.12604999761765,True,False,Cloudy,65,4.699230002352839
East,Sandy,Wheat,196.08055463866276,32.076681875350445,True,False,Rainy,89,3.2269753484824943
West,Peaty,Barley,685.9832202289401,28.237245294149048,True,False,Sunny,80,6.340292900102648
North,Sandy,Cotton,553.7741217487853,36.4313494314824,False,True,Cloudy,78,4.456242190583841
South,Loam,Wheat,432.5642675232412,17.361605292645347,False,False,Cloudy,97,3.000937994107925
East,Chalky,Rice,501.2950848162463,26.923253321482456,False,True,Cloudy,69,5.124037063852929
South,Silt,Cotton,782.9350195743007,30.254300340993026,False,False,Cloudy,125,4.225036525545479
North,Sandy,Barley,227.40898420807167,39.19012071192488,False,False,Cloudy,138,1.3416744474632991
South,Loam,Rice,491.01123873569554,38.838797884941044,False,True,Rainy,134,3.2881686960444316
East,Loam,Maize,138.44193158174318,39.40513520349295,False,True,Sunny,140,3.7522292547744587
East,Peaty,Cotton,349.86485267763413,21.868227737922016,False,True,Sunny,95,3.066572611210597
North,Clay,Soybean,886.2935246752287,39.035202414982244,True,False,Rainy,101,7.06983919902943
East,Peaty,Cotton,120.73265391105353,20.557327547632184,False,True,Rainy,115,2.4353390138047466
South,Peaty,Wheat,831.618979083614,32.01665083641633,True,True,Rainy,90,8.031557775690978
South,Loam,Maize,242.29127454677203,19.076897578085394,False,False,Cloudy,133,0.851115913796065
West,Loam,Soybean,443.11094681893456,23.867681673518774,False,True,Cloudy,109,3.2152942257165216
West,Sandy,Rice,755.443209026032,15.509690335778936,True,False,Rainy,98,5.4393410678954695
West,Sandy,Maize,492.406787239556,37.12125553751296,True,False,Rainy,124,4.3945598603381955
South,Peaty,Cotton,417.57624264972856,28.849291199916596,False,False,Rainy,74,2.2696268933217074
South,Sandy,Cotton,152.12943202368672,15.516195214340309,True,True,Sunny,76,2.973151153182108
North,Peaty,Rice,299.97294549940614,22.215575138639583,False,True,Rainy,93,2.448376168631314
West,Peaty,Soybean,856.2514114785823,24.285750109216615,False,True,Sunny,109,5.710852097315941
South,Silt,Maize,493.7985803217493,19.390436125018848,True,True,Cloudy,73,4.998535786529525
North,Silt,Maize,940.0698711498503,39.82229090862059,False,False,Sunny,105,5.861509205767334
South,Peaty,Cotton,923.3996519125308,25.153798930565934,True,True,Cloudy,138,7.453064012091172
North,Loam,Barley,439.65692935246653,21.876386048368186,True,True,Rainy,92,4.981415046952822
West,Sandy,Barley,435.4783772765683,23.922262498648056,True,True,Sunny,140,4.4943038935680875
West,Loam,Maize,443.9965341248677,17.520756571374037,True,False,Rainy,88,4.2602266974553595
West,Sandy,Soybean,457.41473895092383,39.27442824746319,False,True,Sunny,61,3.471491683641562
South,Silt,Soybean,490.3120186617409,15.09732035797925,True,True,Rainy,122,4.7387933147724715
South,Clay,Barley,691.1827757679903,19.91565059026172,True,False,Rainy,73,5.300749347446841
North,Peaty,Soybean,103.46201270599855,25.968172667131487,False,False,Sunny,70,1.1070731041191648
East,Clay,Barley,889.1108506790368,22.9868832830359,False,True,Sunny,98,4.927713838833498
East,Clay,Rice,784.479395463606,16.774796606348392,True,True,Sunny,68,7.3981804936752935
West,Peaty,Wheat,144.25893373319394,30.39532319339284,True,False,Sunny,80,2.7917993105802643
East,Silt,Soybean,560.2079884291372,35.96419249965375,False,False,Cloudy,70,4.251582774663096
West,Silt,Barley,724.547874751387,37.28763390724136,False,True,Sunny,139,5.926550618569962
North,Chalky,Barley,546.9485833898316,23.659368118895863,False,True,Sunny,73,3.7316252687116913
East,Chalky,Rice,131.2555637957335,35.91410831762339,True,False,Cloudy,136,2.724506673924643
East,Clay,Cotton,218.25867819343978,33.78722369133986,True,False,Sunny,82,2.9942517551961068
West,Loam,Soybean,922.5383243074743,28.92690518312066,True,True,Rainy,122,8.702019741234729
North,Chalky,Cotton,330.378220119361,20.548673809266667,True,True,Sunny,93,5.024518639924718
East,Clay,Wheat,578.7818468794997,31.96552452443301,True,True,Cloudy,104,6.730992305924461
East,Peaty,Wheat,952.1617713152582,24.29805624128106,False,True,Sunny,78,5.440681618402576
East,Chalky,Soybean,694.3117468819082,26.62852035490518,False,True,Cloudy,94,5.469458715539044
North,Loam,Rice,522.1944098998232,25.125809721091187,False,False,Cloudy,64,2.747455441957041
North,Silt,Soybean,127.80058280493228,32.653567683295094,True,False,Sunny,122,3.4297378861818295
East,Peaty,Maize,252.00776096872386,19.746155329298517,True,True,Cloudy,124,3.538539189475853
West,Clay,Cotton,449.60272734629604,38.48498052411209,True,True,Sunny,94,5.97039209850724
West,Peaty,Barley,464.4306533771027,27.545753530918816,False,True,Cloudy,116,3.5200059834821706
East,Peaty,Maize,130.72513521885276,32.16685184666442,False,False,Sunny,110,1.256078208149115
North,Loam,Wheat,927.2190674426241,34.34698161577472,True,True,Rainy,64,7.710420971648618
East,Peaty,Wheat,147.96550785419888,25.727136331490758,True,False,Rainy,117,2.1481434933876464
North,Chalky,Soybean,828.330560601497,21.131149156950954,True,True,Rainy,108,7.687059295026738
East,Loam,Wheat,319.86714205616227,17.020683835040668,True,False,Rainy,115,3.1969500638412978
North,Silt,Soybean,335.41260171205084,35.727001183723765,True,True,Sunny,76,3.9766806330511297
South,Sandy,Maize,991.2780616148987,32.96723369390473,False,False,Rainy,101,5.85587647529534
West,Sandy,Cotton,692.4310195451047,21.631172483763518,False,True,Sunny,128,5.172896626047407
South,Silt,Cotton,300.4169436720575,33.85134385849801,True,True,Rainy,128,5.583097239788704
West,Silt,Wheat,302.3078955239529,24.929019428639315,True,False,Cloudy,100,2.8973666569680754
North,Clay,Barley,704.0297487606055,31.265825715052667,True,True,Rainy,72,6.7303599006223
South,Silt,Maize,988.2192933731232,17.813434963238027,True,False,Sunny,140,7.086288754673049
West,Chalky,Wheat,924.573430045113,30.468311714784626,True,False,Sunny,90,6.942030205909357
East,Loam,Soybean,281.75531435255385,30.77662471422515,True,False,Sunny,77,3.886630732128431
North,Peaty,Maize,481.7426660172822,15.993665361949805,True,True,Rainy,125,5.095579975962317
North,Chalky,Wheat,493.68633056476693,20.307170651976502,True,True,Sunny,108,4.956504995285229
East,Loam,Maize,378.1262446770981,35.84971710863453,True,True,Sunny,93,4.916067264155913
East,Clay,Maize,593.5132900123713,23.800165553043286,False,True,Cloudy,88,4.389917548854556
West,Clay,Soybean,719.6991621626742,15.691624940381788,True,True,Rainy,118,6.929011945413351
North,Peaty,Maize,538.3900782235823,23.65308637931033,True,False,Sunny,129,4.740299796919268
West,Clay,Wheat,583.2075407238826,30.016426003161154,True,True,Cloudy,84,5.318961746336047
East,Peaty,Cotton,786.1915908068025,39.611920166448535,False,False,Sunny,71,4.807791270351577
North,Loam,Maize,868.2248553842684,22.26556843887935,True,False,Rainy,137,5.772825804697993
East,Clay,Wheat,178.24467623027766,32.360757449122346,True,False,Cloudy,135,3.141441657299751
West,Silt,Cotton,133.09275419497783,23.521755902055247,False,False,Cloudy,122,0.23453719415610963
West,Peaty,Soybean,199.07381462604997,39.19035350765117,True,False,Rainy,104,2.968728560474793
West,Chalky,Soybean,290.1425407409404,37.81320495448518,False,False,Sunny,73,2.172661984202434
North,Clay,Barley,445.8954848647046,15.305681069527369,False,False,Cloudy,124,2.2387063556267326
East,Silt,Wheat,521.0962748906643,28.33241151133256,True,False,Rainy,77,4.091272741221284
East,Loam,Barley,363.12922141336776,28.809647969725553,False,False,Cloudy,134,2.356887436530806
West,Sandy,Cotton,265.2558063022061,38.21452083945805,True,True,Rainy,137,5.4125803327181
West,Clay,Soybean,839.951977306131,39.362664659341,True,False,Rainy,109,6.900527258801457
West,Sandy,Rice,114.64480873051347,26.179901594162974,True,True,Sunny,123,4.0432242851111075
West,Clay,Rice,821.2461607447567,23.93349252125812,True,False,Sunny,93,6.143520223807153
South,Chalky,Rice,686.8091630483866,33.246223406155465,False,True,Rainy,80,4.683413432991756
South,Peaty,Wheat,413.85706474984545,15.146148887206804,True,False,Cloudy,87,4.108489341515382
South,Clay,Maize,939.671924782558,28.48602292782537,True,False,Sunny,69,7.12907621192047
West,Clay,Rice,735.5435001454468,28.140407279694305,True,True,Sunny,88,7.264523818234977
West,Clay,Barley,994.553167305871,17.92829799298992,True,False,Sunny,146,6.72086377960039
East,Sandy,Barley,238.01936341973823,19.175972242811383,False,False,Rainy,131,1.017935297624554
North,Loam,Rice,686.0798827198777,38.2154829976984,True,False,Sunny,64,6.05876465122139
East,Loam,Soybean,162.91103554695394,16.461099802096804,True,False,Rainy,146,3.0775923507573104
South,Silt,Soybean,858.5157129848575,20.28357581498516,False,True,Cloudy,121,5.687407211641808
East,Clay,Rice,304.11225939209504,20.352600691197452,True,True,Cloudy,132,4.65611572788034
West,Chalky,Rice,583.4657988208858,26.378715745483518,True,False,Rainy,94,4.792946943562784
South,Chalky,Wheat,400.31343897620775,16.51594961242466,True,False,Rainy,100,3.7193795770101956
South,Sandy,Maize,505.76096482800176,27.025501507283494,True,False,Rainy,66,4.7627089164073455
North,Sandy,Barley,788.8364233821657,25.01709059647162,False,True,Rainy,98,5.828892531773971
North,Silt,Cotton,185.09870477767356,18.92363381159131,False,True,Sunny,66,3.567987470530232
South,Peaty,Rice,519.608891940461,15.275774086986983,True,True,Cloudy,74,5.749808970274823
South,Loam,Barley,368.46583248844723,36.69579696198224,True,False,Rainy,119,4.425866284242906
East,Chalky,Rice,979.2277353425155,30.942699503691536,False,False,Rainy,127,5.29088314797688
South,Peaty,Rice,664.7803634456969,19.77532362261553,True,True,Rainy,95,6.9901721743349725
West,Silt,Wheat,756.806777794764,33.97794968273588,False,False,Cloudy,76,4.836996512931233
East,Silt,Wheat,585.6144870240005,27.95232436140406,False,False,Rainy,69,3.296702383760419
West,Chalky,Soybean,566.0952710738184,28.160932761542924,True,False,Sunny,63,4.907295375411995
West,Chalky,Maize,511.4458733479409,20.731039654873364,False,True,Rainy,131,4.187990460765679
West,Loam,Barley,953.1100923539432,22.810337673778303,False,True,Cloudy,95,6.086743504157661
South,Loam,Wheat,786.5222977278353,15.701413502644222,False,False,Cloudy,111,4.051452596003404
North,Peaty,Rice,407.15276724338247,16.707232596929167,False,False,Rainy,140,2.6370911789813443
North,Loam,Soybean,156.1290724446265,33.49602596855364,True,False,Sunny,144,2.479973272463062
West,Clay,Barley,313.82709778675195,39.28284574581813,False,True,Cloudy,110,3.412834521069343
South,Silt,Wheat,773.668263073995,30.020012407490327,True,False,Sunny,69,5.364680795323304
East,Silt,Soybean,764.1483887729531,36.28841039073598,True,False,Cloudy,148,5.910661599357365
West,Peaty,Cotton,504.77210116798597,37.18733742341725,False,False,Cloudy,132,3.8395692829539025
East,Silt,Soybean,760.8502069052811,22.094775220980083,True,False,Sunny,132,6.134589578261351
East,Clay,Rice,855.8922143574648,23.831785650477258,True,False,Rainy,127,6.3770416278279995
South,Loam,Cotton,962.0178964653664,37.475894335371244,False,False,Sunny,62,5.186406054306006
South,Silt,Barley,287.30182048896563,31.01321049330788,False,True,Rainy,90,2.8475412840580168
North,Chalky,Rice,493.5273888279174,35.32279933285865,False,False,Cloudy,99,3.684159316307388
North,Chalky,Maize,913.3055911322199,22.710072834218582,False,False,Rainy,63,4.4084616031783534
South,Clay,Wheat,647.9555370413008,17.303770017098746,True,True,Cloudy,136,6.93564475641777
West,Sandy,Wheat,959.4775031546792,39.73257780660569,True,True,Rainy,116,8.294702015043265
North,Loam,Rice,471.08775780523376,19.847278407423424,True,True,Rainy,119,5.028871059474239
East,Sandy,Cotton,214.41683785985046,32.74315940873189,False,False,Sunny,102,1.5846641673779576
West,Clay,Soybean,527.6884259739577,15.376986351088116,False,False,Sunny,128,2.171600463315851
East,Peaty,Barley,234.25794068052042,18.318230922980213,True,True,Sunny,137,4.258120179453523
South,Silt,Cotton,669.3043553408191,27.935398201018202,True,True,Cloudy,141,6.574309707026175
East,Clay,Barley,120.43052559982222,35.39273935114848,True,False,Rainy,107,2.673881499786619
West,Clay,Wheat,282.4065671495244,34.90152954783043,True,False,Cloudy,69,4.572951874433371
South,Peaty,Maize,807.0733322527818,37.8779440266136,False,True,Rainy,83,5.506347297482732
West,Loam,Soybean,258.3120239960522,25.469945803347713,True,False,Cloudy,106,3.7134900984035153
East,Sandy,Barley,777.0396897671668,15.132910189664798,True,False,Rainy,65,5.654653166573036
West,Peaty,Cotton,662.0359321492649,18.51525340458385,True,False,Cloudy,75,4.876193023602233
South,Peaty,Barley,611.2534816669661,22.4897282259274,True,True,Sunny,73,6.1005046706421275
East,Sandy,Rice,182.9850227133196,21.860926503570457,True,False,Cloudy,106,3.923453995677227
East,Chalky,Soybean,415.66717643361096,37.82303871327856,True,False,Cloudy,144,4.623803887499015
North,Silt,Rice,429.78695541198545,21.594644324460052,False,True,Sunny,105,3.9535101876702887
North,Chalky,Maize,464.0276037728626,25.626573957356417,True,False,Sunny,97,4.0506796660040445
West,Silt,Barley,786.3176671555983,38.190067840305126,True,False,Cloudy,138,5.695523055742998
North,Silt,Wheat,378.4648854868331,29.289274592868615,True,True,Sunny,70,4.580009874904372
North,Peaty,Maize,316.7661354394055,37.35001361525478,True,True,Rainy,70,3.5598332342043264
North,Sandy,Rice,500.5741428678776,34.53466910295377,False,True,Cloudy,132,3.7730674094686076
North,Peaty,Soybean,103.47547016445685,39.32160645373713,True,False,Cloudy,72,2.980576029024991
South,Sandy,Soybean,910.0589481900579,19.905413088912056,False,False,Cloudy,97,4.403571583110204
South,Silt,Wheat,967.809069382967,19.187172443482893,True,False,Cloudy,66,5.910784091103141
North,Peaty,Cotton,151.53653308910486,33.164954814879756,False,True,Sunny,96,2.353067565086393
West,Chalky,Barley,469.0596014943843,32.80601547195867,True,False,Rainy,108,5.126454174279025
South,Loam,Rice,830.4451721902639,32.97706792090116,False,False,Rainy,77,4.858774567056975
North,Loam,Maize,305.1845407395823,37.2680861654063,True,True,Sunny,132,5.428081739763094
South,Chalky,Rice,273.9684794966373,18.11372491023551,False,True,Cloudy,94,2.1255038979225143
East,Loam,Barley,373.4592948000384,35.27138772072166,False,True,Rainy,98,3.984402274860735
South,Clay,Rice,151.75836044330575,18.806248052648808,True,False,Sunny,88,1.9970881121555606
South,Peaty,Soybean,497.5659218335843,32.01069238130776,False,True,Rainy,109,3.7671773507372937
West,Clay,Soybean,807.3046228886784,38.17843204310391,True,True,Sunny,64,7.5978637086728575
South,Peaty,Rice,938.2131454896895,33.64262842892909,True,True,Cloudy,121,8.186309215725158
West,Loam,Cotton,180.29551861023492,21.090855105266222,False,False,Sunny,105,2.285111394666932
East,Chalky,Barley,128.5232735524354,28.11026835473914,False,False,Rainy,108,1.4303637707339516
North,Clay,Barley,573.3294423953319,16.839492160661948,True,False,Sunny,147,3.5442505049118536
West,Chalky,Wheat,712.7849169169937,20.93837519133644,False,True,Sunny,82,4.908374156600554
South,Peaty,Wheat,578.9225678650515,20.11850992374206,False,False,Cloudy,135,3.2757275790970315
South,Silt,Rice,760.4132309474064,28.63382404651233,True,True,Rainy,132,7.624636857539749
West,Sandy,Soybean,160.1486375092988,22.541286522348088,False,True,Rainy,61,1.454645093921144
East,Sandy,Barley,263.5587872621977,21.13342728521488,False,True,Sunny,111,3.07716104280575
North,Chalky,Cotton,726.2809978039634,28.977450131817356,False,True,Sunny,92,5.44551505835891
South,Sandy,Wheat,872.9295855551801,19.192977567250715,False,False,Cloudy,77,4.462024695826244
East,Silt,Maize,827.8506994503913,20.28799593343149,False,False,Cloudy,82,4.411380979529762
North,Clay,Rice,341.36832260350513,32.0856585852591,True,True,Sunny,141,5.655708232919625
